@RELATION characters
@ATTRIBUTE name  STRING
@ATTRIBUTE culture  {"ironborn" , "northmen" , "freefolk" , "braavosi" , "valyrian" , "ghiscari" , "dothraki" , "dornish" , "westeros" , "mountainclans" , "tyroshi" , "qaren" , "ironmen"}
@ATTRIBUTE allegiance  {"Allyrion","Ambrose","Arryn","Ashford","Baelish","Ball","Banefort","Bar","Baratheon","Beesbury","Belmore","Bettley","Blackbar","Blackberry","Blackfyre","Blackmont","Blacktyde","Blackwood","Blanetree","Blount","Boggs","Bolling","Bolton","Borrell","Botley","Bracken","Brax","Broom","Brune","Buckler","Bulwer","Bushy","Butterwell","Byrch","Bywater","Cafferen","Caron","Cassel","Caswell","Celtigar","Cerwyn","Charlton","Chelsted","Chester","Chyttering","Clegane","Clifton","Cockshaw","Codd","Coldwater","Cole","Condon","Conklyn","Connington","Corbray","Costayne","Cox","Crabb","Crakehall","Crane","Cupps","Cuy","Dalt","Darklyn","Darry","Dayne","Deddings","Dondarrion","Drinkwater","Drumm","Dustin","Egen","Erenford","Errol","Estermont","Estren","Farman","Farring","Farwynd","Fell","Flint","Florent","Foote","Fossoway","Fowler","Frey","Gargalen","Gaunt","Glover","Goodbrook","Goodbrother","Gower","Graceford","Grafton","Grandison","Greenfield","Grell","Greyjoy","Grimm","Haigh","Harclay","Hardy","Hardyng","Harlaw","Hasty","Hawick","Hayford","Hetherspoon","Hewett","Hightower","Hoare","Hogg","Hollard","Hornwood","Horpe","Humble","Hunt","Hunter","Inchfield","Ironmaker","Jast","Jordayne","Karstark","Kenning","Kettleblack","Lannister","Lefford","Leygood","Liddle","Locke","Longthorpe","Lonmouth","Lorch","Lothston","Lychester","Lydden","Lynderly","Mallery","Mallister","Manderly","Manwoody","Marbrand","Martell","Massey","Meadows","Merlyn","Merryweather","Mertyns","Mollen","Moore","Mooton","Moreland","Mormont","Morrigen","Mudd","Mullendore","Myre","Nayland","Norcross","Norrey","Norridge","Nymeros","Oakheart","Osgrey","Paege","Payne","Peake","Peckledon","Penrose","Piper","Plumm","Poole","Potter","Prester","Qorgyle","Rambton","Redbeard","Redfort","Redwyne","Reed","Reyne","Rhysling","Risley","Roote","Rosby","Rowan","Royce","Ruttiger","Ryger","Rykker","Ryswell","Santagar","Sarsfield","Sawyer","Seaworth","Selmy","Serry","Sharp","Shepherd","Shett","Slynt","Smallwood","Sparr","Spicer","Stackspear","Staedmon","Stark","Staunton","Stokeworth","Stonehouse","Stonetree","Stout","Strickland","Strong","Sunderland","Sunglass","Swann","Swyft","Tallhart","Targaryen","Tarly","Tarth","Tawney","Templeton","Thorne","Toland","Tollett","Toyne","Trant","Tully","Turnberry","Tyrell","Uffering","Uller","Umber","Vaith","Vance","Varner","Velaryon","Vikary","Volmark","Vypren","Vyrwel","Wagstaff","Wayn","Waynwood","Weaver","Webber","Wells","Wellsofthe","Westerling","Whent","Willum","Wode","Woods","Woolfield","Wull","Wylde","Wynch","Wythers","Yew","Yronwood"}
@ATTRIBUTE born  NUMERIC
@ATTRIBUTE title  {"Iron King" , "King in the North" , "Hand of the King" , "King" , "Princess" , "Prince" , "Lord Commander" , "Queen" , "Lady" , "Knight" , "Commander" , "Captain" , "Grand Maester" , "Archmaester" , "Maester" , "Master" , "Admiral" , "Lord" , "Sword" , "Steward" , "Cupbearer" , "Septa" , "Septon" , "Wisdom" , "Shield" , "Khal" , "Bloodrider" , "Castellan" , "Ser"}
<<<<<<< HEAD
@ATTRIBUTE isAlive {'dead','alive'}
@DATA
"Bellonara Otherys","braavosi",?,?,?,0,0,0,1,0,"alive"
"Belwas",?,Targaryen,?,?,0,1,1,1,1,"alive"
"Ben",?,?,793,?,0,0,0,1,0,"alive"
"Ben (Big Belly)",?,?,?,?,0,0,1,0,0,"alive"
"Ben Blackthumb",?,Whent,?,?,0,1,0,1,0,"alive"
"Ben Bones",?,Bolton,?,?,0,0,0,0,1,"alive"
"Ben Bushy",?,Bushy,?,"Ser",0,0,0,1,0,"dead"
"Ben Plumm",?,?,?,"Commander",0,0,1,1,1,"alive"
"Benedar Belmore",?,Belmore,?,"Lord",0,0,0,1,1,"alive"
"Benedict",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Benedict Broom",?,Broom,?,"Master",0,1,1,1,1,"alive"
"Benfred Tallhart","northmen",Tallhart,781,?,0,1,1,1,1,"dead"
"Benfrey Frey",?,Frey,771,"Ser",0,1,1,1,1,"dead"
"Benjen Stark","northmen",?,767,?,1,1,1,1,1,"alive"
"Benjen Stark (Bitter)",?,Stark,?,"King in the North",0,1,0,0,0,"alive"
"Benjen Stark (Sweet)","northmen",Stark,?,"King in the North",0,1,0,0,0,"alive"
"Bennard Brune",?,Brune,?,"Knight",0,0,0,1,0,"alive"
"Bennarion Botley","ironborn",Botley,?,?,0,0,0,1,0,"alive"
"Bennet",?,?,?,"Septon",0,0,0,1,0,"alive"
"Bennis",?,Osgrey,?,"Ser",0,0,0,0,0,"alive"
"Beqqo","braavosi",?,?,?,0,0,0,1,0,"alive"
"Beren Tallhart","northmen",Tallhart,789,?,0,1,1,1,1,"alive"
"Berena Hornwood","northmen",Hornwood,?,?,0,1,1,1,1,"alive"
"Beric Dondarrion",?,Dondarrion,776,"Lord",1,1,1,1,1,"dead"
"Beron Blacktyde",?,Blacktyde,?,?,0,0,0,1,1,"alive"
"Beron Stark","northmen",Stark,?,"Lord",0,1,0,0,0,"alive"
"Bertram Beesbury",?,Beesbury,?,"Ser",0,0,1,0,0,"alive"
"Bess Bracken",?,Bracken,?,?,0,0,0,0,1,"alive"
"Bessa",?,?,?,?,0,0,1,0,0,"dead"
"Bessa (Winterfell)",?,?,?,?,1,0,0,0,0,"alive"
"Beth Cassel","northmen",Cassel,?,?,1,1,1,1,1,"alive"
"Bethany (Blushing Bethany)","braavosi",?,?,?,0,0,0,1,0,"alive"
"Bethany Bolton","northmen",Bolton,?,"Lady",0,0,0,1,1,"alive"
"Bethany Bracken",?,Bracken,656,?,0,0,0,0,0,"dead"
"Bethany Fair-Fingers",?,?,?,?,0,0,1,0,0,"alive"
"Bethany Redwyne",?,Redwyne,?,?,1,0,0,0,0,"alive"
"Bethany Rosby",?,Rosby,765,"Lady",0,1,1,1,1,"dead"
"Betharios of Braavos",?,Frey,?,?,0,1,1,1,0,"alive"
"Bhakaz zo Loraq","ghiscari",?,?,"Cupbearer",0,0,0,0,1,"alive"
"Bharbo","dothraki",?,?,"Khal",1,0,0,0,0,"alive"
"Big Boil","freefolk",?,?,?,0,0,1,1,0,"alive"
"Biter",?,?,?,?,0,1,1,1,0,"dead"
"Bitterbridge",?,?,?,?,0,0,0,0,0,"alive"
"Black Bernarr",?,?,?,?,0,0,1,1,1,"alive"
"Black Jack Bulwer",?,?,?,?,0,0,0,0,0,"alive"
"Blackfyre Rebellion",?,?,?,?,0,0,0,0,0,"alive"
"Blackhaven",?,?,?,?,0,0,0,0,0,"alive"
"Blane",?,?,?,?,0,1,1,0,0,"alive"
"Bloodbeard",?,?,?,?,0,0,0,0,1,"alive"
"Bloodrider",?,?,?,?,0,0,0,0,0,"alive"
"Bloody Gate",?,?,?,?,0,0,0,0,0,"alive"
"Bluetooth","ironborn",Greyjoy,?,?,0,1,1,1,0,"alive"
"Bodger","freefolk",?,?,?,0,0,1,1,0,"alive"
"Bonifer Hasty",?,Hasty,?,"Castellan",0,1,1,1,1,"alive"
"Borcas",?,?,?,?,1,0,0,0,0,"alive"
"Boremund Harlaw","ironborn",Harlaw,?,"Master",0,0,0,1,1,"alive"
"Boros Blount",?,Blount,?,"Ser",1,1,1,1,1,"alive"
"Borroq","freefolk",?,?,?,0,0,0,0,1,"alive"
"Bors",?,Martell,?,?,0,0,0,1,0,"alive"
"Bowen Marsh",?,?,?,"Lord",1,1,1,1,1,"alive"
"Boy",?,?,784,?,0,0,1,1,0,"alive"
"Braavos",?,?,?,?,0,0,0,0,0,"alive"
"Bradamar Frey",?,Frey,789,?,0,1,1,1,0,"alive"
"Bran Stark","northmen",Stark,790,"Prince",1,1,1,1,1,"alive"
"Bran the Builder",?,Stark,?,"King",1,1,1,1,1,"alive"
"Brandon Norrey","mountainclans",Norrey,?,"Lord",0,0,0,1,1,"alive"
"Brandon Stark","northmen",Stark,762,?,1,1,1,0,1,"dead"
"Brandon Stark (Bad)","northmen",Stark,?,"King in the North",0,1,0,0,0,"alive"
"Brandon Stark (Burner)","northmen",Stark,?,"King in the North",1,1,0,0,0,"alive"
"Brandon Stark (Shipwright)","northmen",Stark,?,"King in the North",1,1,0,0,0,"alive"
"Brandon Stark (son of Cregan)","northmen",Stark,?,"Lord",0,1,0,0,0,"alive"
"Brandon Stark (the daughterless)",?,Stark,?,"Lord",0,1,0,0,0,"alive"
"Brandon Tallhart","northmen",Tallhart,784,?,0,1,1,1,1,"alive"
"Branston Cuy",?,Cuy,?,"Lord",0,0,0,1,0,"alive"
"Brea","braavosi",?,?,?,0,0,0,1,0,"alive"
"Brella",?,Baratheon,?,?,0,0,1,1,0,"alive"
"Brenett",?,Frey,?,"Maester",0,0,1,0,0,"alive"
"Briar","freefolk",?,?,?,0,0,0,0,1,"alive"
"Brienne of Tarth",?,Tarth,780,?,0,1,1,1,1,"alive"
"Brogg","freefolk",?,?,?,0,0,0,0,1,"alive"
"Bronn",?,Stokeworth,764,"Lord",1,1,1,1,1,"alive"
"Brotherhood without banners",?,?,?,?,0,0,0,0,0,"alive"
"Brown Bernarr",?,?,?,?,0,1,1,0,0,"dead"
"Brusco","braavosi",?,?,?,0,0,0,1,1,"alive"
"Bryan Fossoway",?,Fossoway,?,"Ser",0,1,0,0,0,"dead"
"Bryan Frey",?,Frey,781,?,0,1,1,1,0,"alive"
"Bryan of Oldtown",?,?,?,?,0,0,0,0,0,"alive"
"Bryce Caron",?,Caron,?,"Lord",1,1,0,0,1,"dead"
"Bryen",?,Baelish,720,?,0,0,1,0,0,"alive"
"Bryen Caron",?,Caron,?,"Lord",0,0,0,0,0,"dead"
"Bryen Farring",?,Farring,?,?,0,1,1,1,1,"dead"
"Brynden Rivers",?,Targaryen,675,"Hand of the King",0,0,0,1,1,"dead"
"Brynden Tully",?,Tully,742,"Knight",1,1,1,1,1,"alive"
"Buford Bulwer",?,Bulwer,?,"Ser",0,0,0,0,0,"alive"
"Bump","freefolk",?,?,?,0,0,0,0,1,"alive"
"Burton Crakehall",?,Crakehall,?,"Ser",1,1,1,1,0,"dead"
"Butterbumps",?,Tyrell,?,?,0,1,1,1,1,"alive"
"Buu",?,?,?,?,1,0,0,0,0,"alive"
"Byam Flint",?,?,?,"Ser",0,0,1,0,0,"dead"
"Byan Votyris",?,?,?,?,1,0,0,0,0,"alive"
"Byren Flowers",?,?,?,?,0,0,0,0,0,"alive"
"Byron",?,Baelish,?,"Ser",0,0,0,1,1,"alive"
"Cadwyl","ironborn",Greyjoy,?,?,0,1,1,0,0,"alive"
"Cadwyn",?,Lannister,?,"Ser",0,1,0,0,0,"alive"
"Caleotte",?,Martell,?,"Maester",1,1,1,1,1,"alive"
"Calon","northmen",Stark,?,?,0,1,0,0,0,"alive"
"Camarron of the Count",?,?,?,?,0,0,0,0,0,"alive"
"Canker Jeyne","braavosi",?,?,?,0,0,0,1,0,"alive"
"Carellen Smallwood",?,Smallwood,?,?,0,0,1,1,0,"alive"
"Carolei Waynwood",?,Waynwood,?,?,0,1,1,1,0,"alive"
"Carrot",?,Royce,?,?,0,0,0,1,0,"alive"
"Cass",?,?,?,?,0,0,1,1,0,"alive"
"Cassana Estermont",?,Estermont,?,?,0,1,1,0,1,"dead"
"Cassella Vaith","dornish",Vaith,?,"Lady",0,0,0,0,0,"alive"
"Casterly Rock",?,?,?,?,0,0,0,0,0,"alive"
"Castle Black",?,?,?,?,0,0,0,0,0,"alive"
"Castos",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Catelyn Bracken",?,Bracken,?,?,0,0,0,0,1,"alive"
"Catelyn Tully",?,Stark,764,"Lady",1,1,1,1,1,"dead"
"Cayn","northmen",Stark,?,?,1,1,0,0,0,"dead"
"Cedra",?,Martell,?,?,0,0,0,1,0,"alive"
"Cedric Payne",?,Payne,?,"Ser",0,0,0,1,0,"dead"
"Cedrik Storm",?,Buckler,?,?,0,0,1,0,0,"alive"
"Cellador",?,?,?,"Septon",1,1,1,1,1,"alive"
"Cerenna Lannister",?,Lannister,?,?,1,1,1,1,1,"alive"
"Cerrick","ironborn",?,?,"Maester",0,0,0,0,0,"alive"
"Cersei Frey",?,Frey,792,?,0,1,1,1,0,"alive"
"Cersei Lannister",?,Lannister,766,"Queen",1,1,1,1,1,"alive"
"Cetheres",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Chataya",?,?,?,?,1,1,1,0,0,"alive"
"Chayle",?,?,?,"Septon",1,1,1,0,0,"dead"
"Chella","mountainclans",?,?,?,1,1,1,0,0,"alive"
"Chett",?,?,?,?,1,1,1,0,0,"dead"
"Cheyk",?,?,?,?,1,1,0,0,1,"alive"
"Chiggen",?,?,?,?,1,0,0,0,0,"dead"
"Chiswyck",?,Clegane,?,?,0,1,1,0,0,"dead"
"Citadel",?,?,?,?,0,0,0,0,0,"alive"
"Clarence Charlton",?,Charlton,?,"Ser",0,0,0,0,0,"alive"
"Clarence Crabb",?,Crabb,?,"Ser",0,0,0,1,0,"alive"
"Clarence Crabb (Short)",?,Crabb,?,"Ser",0,0,0,1,0,"alive"
"Clarent Crakehall",?,Crakehall,?,"Ser",0,0,0,0,0,"dead"
"Clayton Suggs",?,Baratheon,?,"Ser",0,0,0,1,1,"alive"
"Clement",?,?,751,?,0,0,0,1,0,"alive"
"Clement Crabb",?,Crabb,?,"Ser",0,0,0,1,0,"alive"
"Clement Piper",?,Piper,?,"Lord",1,0,1,1,1,"alive"
"Cleon",?,?,?,"King",0,0,1,1,1,"dead"
"Cleos Frey",?,Frey,758,"Ser",1,1,1,1,1,"dead"
"Cletus Yronwood",?,Yronwood,?,"Ser",0,0,0,1,1,"dead"
"Cley Cerwyn","northmen",Cerwyn,784,"Lord",0,1,1,1,1,"dead"
"Cleyton Caswell",?,Caswell,?,"Ser",0,0,0,0,0,"alive"
"Clifford Conklyn",?,Conklyn,?,"Ser",0,0,0,0,0,"alive"
"Clubfoot Karl",?,?,?,?,0,0,1,1,1,"dead"
"Clydas",?,?,740,?,1,1,1,1,1,"alive"
"Cohollo","dothraki",?,?,"Khal",1,0,0,0,0,"dead"
"Coldhands",?,?,?,?,0,0,1,1,1,"alive"
"Coldmoat",?,?,?,?,0,0,0,0,0,"alive"
"Colemon",?,Arryn,?,"Maester",1,1,1,1,1,"alive"
"Colen of Greenpools",?,Baratheon,?,"Ser",0,1,0,0,0,"alive"
"Colin Florent",?,Florent,?,"Ser",0,1,1,1,0,"alive"
"Collio Quaynis","tyroshi",?,?,?,0,0,1,0,0,"alive"
"Colmar Frey",?,Frey,788,?,0,1,1,1,1,"alive"
"Company of the Cat",?,?,?,?,0,0,0,0,0,"alive"
"Conn",?,?,?,?,1,0,0,0,0,"dead"
"Conwy",?,?,?,?,0,1,1,1,1,"alive"
"Coratt",?,?,?,?,1,0,0,0,0,"alive"
"Corliss Penny",?,Baratheon,?,"Ser",0,0,0,1,1,"alive"
"Corlys Velaryon","valyrian",Velaryon,553,"Queen",0,0,0,0,0,"dead"
"Cortnay Penrose",?,Penrose,?,"Castellan",0,1,1,0,0,"dead"
"Cosgrove",?,Butterwell,?,"Steward",0,0,0,0,0,"alive"
"Cossomo","braavosi",?,?,?,0,0,0,1,0,"alive"
"Cotter Pyke","ironborn",?,?,"Commander",1,1,1,1,1,"alive"
"Courtenay Greenhill",?,?,?,"Ser",0,0,0,1,0,"alive"
"Craghas Drahar",?,?,?,?,0,0,0,0,0,"dead"
"Cragorn",?,Greyjoy,?,?,0,0,0,1,1,"dead"
"Craster","freefolk",?,?,?,0,1,1,1,1,"dead"
"Crawn","mountainclans",?,?,?,0,1,0,0,0,"alive"
"Cregan Karstark","northmen",Karstark,749,?,0,0,0,0,1,"alive"
"Cregan Stark","northmen",Stark,?,"Hand of the King",1,1,0,0,0,"alive"
"Creighton Longbough",?,?,740,"Ser",0,0,0,1,0,"alive"
"Creighton Redfort",?,Redfort,?,"Ser",0,0,0,1,1,"alive"
"Cressen",?,?,719,"Maester",0,1,1,1,0,"dead"
"Criston Cole",?,Cole,582,"Hand of the King",0,0,0,1,0,"dead"
"Crownlands",?,?,?,?,0,0,0,0,0,"alive"
"Cuger",?,?,?,?,1,1,1,1,1,"alive"
"Cutjack",?,?,?,?,0,1,0,0,0,"alive"
"Cynthea Frey",?,Frey,790,?,0,1,1,1,0,"alive"
"Cyrenna Swann",?,Swann,736,?,0,1,1,1,1,"dead"
"Daario Naharis","tyroshi",?,?,?,0,0,1,1,1,"alive"
"Dacey Mormont","northmen",Mormont,752,?,1,1,1,1,1,"dead"
"Dacks",?,Redfort,?,?,1,0,0,0,0,"alive"
"Daegon Shepherd","ironborn",Shepherd,?,?,0,0,0,1,1,"alive"
"Daella Targaryen (daughter of Jaehaerys I)",?,Targaryen,554,"Princess",0,0,0,0,0,"alive"
"Daella Targaryen (daughter of Maekar I)","valyrian",Targaryen,699,"Princess",0,0,0,0,0,"alive"
"Daemon Blackfyre",?,Blackfyre,670,"Ser",0,0,1,0,1,"dead"
"Daemon II Blackfyre",?,Blackfyre,688,"King",0,0,0,0,0,"alive"
"Daemon Sand","dornish",Allyrion,778,"Ser",0,0,1,1,1,"alive"
"Daemon Targaryen","valyrian",Targaryen,581,"King",0,0,0,0,0,"dead"
"Daena Targaryen","valyrian",Targaryen,645,?,0,0,0,0,0,"alive"
"Daenerys Targaryen","valyrian",Targaryen,784,"King",1,1,1,1,1,"alive"
"Daenerys Targaryen (daughter of Aegon IV)",?,Targaryen,672,"Princess",0,0,0,0,1,"alive"
"Daeron II Targaryen",?,?,653,"King",0,0,0,0,0,"dead"
"Daeron I Targaryen",?,?,643,"King",0,0,0,0,0,"dead"
"Daeron Targaryen (son of Maekar I)",?,Targaryen,690,"Prince",0,1,0,1,0,"dead"
"Daeron Targaryen (son of Viserys I)",?,Targaryen,615,"Prince",0,0,0,0,0,"dead"
"Daeron Vaith",?,Vaith,?,"Lord",0,0,0,1,1,"alive"
"Daeryssa",?,?,?,"Princess",1,0,0,0,0,"alive"
"Dafyn Vance",?,Vance,?,"Ser",0,1,1,1,0,"alive"
"Dagmer","ironborn",Greyjoy,?,"Captain",0,1,0,1,1,"alive"
"Dagon Greyjoy",?,Greyjoy,?,"Lord",0,0,0,1,1,"alive"
"Dagon Ironmaker","ironborn",Ironmaker,?,?,0,0,0,1,0,"alive"
"Dagos Manwoody",?,Manwoody,?,"King",0,0,1,1,1,"alive"
"Dake",?,Osgrey,?,?,0,0,0,0,0,"dead"
"Dake (Guard)",?,?,?,?,0,0,0,0,0,"alive"
"Dalbridge",?,?,757,?,0,1,1,1,1,"dead"
"Dale Drumm",?,Drumm,?,?,0,0,0,1,0,"alive"
"Dale Seaworth",?,Seaworth,?,?,0,1,1,1,1,"dead"
"Dalla","freefolk",?,?,?,0,0,1,1,1,"dead"
"Dalla (Dragonstone)",?,Baratheon,?,?,0,1,0,0,0,"alive"
"Damion Lannister",?,Lannister,?,"Castellan",0,0,1,1,1,"alive"
"Damon Dance-for-Me",?,Bolton,?,?,0,0,0,0,1,"alive"
"Damon Lannister (Lord)",?,?,?,?,0,0,0,0,0,"alive"
"Damon Lannister (son of Jason)",?,Lannister,744,?,0,0,0,0,0,"alive"
"Damon Paege",?,Paege,?,"Ser",0,1,1,1,0,"alive"
"Damon Shett",?,Shett,?,"Knight",0,0,0,1,0,"alive"
"Damon Vypren",?,Vypren,765,"Ser",0,1,1,1,0,"alive"
"Dan","freefolk",?,?,?,0,0,1,1,0,"alive"
"Dance of the Dragons",?,?,?,?,0,0,0,0,0,"alive"
"Dancy",?,?,?,?,0,1,1,1,1,"alive"
"Danelle Lothston",?,Lothston,?,"Lady",0,0,0,1,0,"alive"
"Danny Flint",?,?,?,?,0,0,1,0,1,"alive"
"Danos Slynt",?,Slynt,?,?,0,0,1,0,0,"alive"
"Danwell Frey",?,Frey,752,"Ser",1,1,1,1,1,"alive"
"Dareon",?,?,?,?,1,1,1,1,1,"dead"
"Darla Deddings",?,Deddings,?,"Lady",0,0,0,0,0,"alive"
"Darlessa Marbrand",?,Marbrand,?,?,1,1,1,0,1,"alive"
"Daryn Hornwood",?,Hornwood,?,?,1,0,0,0,1,"dead"
"Daughter of the Dusk","braavosi",?,?,?,0,0,0,1,0,"alive"
"Daven Lannister",?,Lannister,773,"Ser",1,1,1,1,1,"alive"
"Davos Seaworth","westeros",Seaworth,760,"Hand of the King",0,1,1,1,1,"alive"
"Deana Hardyng",?,Hardyng,?,?,0,1,1,1,0,"alive"
"Deepwood Motte",?,?,?,?,0,0,0,0,0,"alive"
"Del","freefolk",?,783,?,0,0,1,1,0,"dead"
"Delena Florent",?,Florent,?,?,0,1,1,1,0,"alive"
"Della Frey",?,Frey,796,?,0,1,1,1,0,"alive"
"Delonne Allyrion","dornish",Allyrion,?,"Lady",0,0,1,1,1,"alive"
"Delp",?,Tully,?,?,0,1,1,1,1,"dead"
"Denestan",?,?,?,"Maester",0,0,0,1,0,"alive"
"Dennet",?,?,?,?,0,0,0,0,0,"alive"
"Dennis Plumm",?,Plumm,?,"Ser",0,0,1,1,0,"alive"
"Denyo Terys","braavosi",?,787,?,0,0,0,1,0,"alive"
"Denys Arryn",?,Arryn,?,"Ser",0,0,1,1,0,"dead"
"Denys Darklyn",?,Darklyn,?,"Lord",0,0,0,1,0,"alive"
"Denys Drumm","ironborn",Drumm,?,?,0,0,0,1,0,"alive"
"Denys Mallister",?,Mallister,745,"Ser",1,1,1,1,1,"alive"
"Denys Redwyne",?,Redwyne,?,?,0,0,0,1,0,"alive"
"Denyse Hightower",?,Hightower,?,?,0,0,0,1,0,"alive"
"Dermot",?,?,?,"Ser",0,1,1,1,0,"alive"
"Desmond",?,Stark,?,?,1,1,0,0,1,"dead"
"Desmond Grell",?,Grell,737,"Ser",1,1,1,1,0,"alive"
"Desmond Redwyne",?,Redwyne,?,"Ser",0,0,0,1,0,"alive"
"Devan Seaworth",?,Seaworth,787,?,0,1,1,1,1,"alive"
"Devyn Sealskinner","freefolk",?,?,?,0,0,0,0,1,"alive"
"Deziel Dalt",?,Dalt,?,"Knight",0,0,1,1,1,"alive"
"Dhazzar","ghiscari",?,?,"Cupbearer",0,0,0,0,1,"alive"
"Dick",?,?,?,?,0,0,0,0,0,"alive"
"Dick Crabb",?,Crabb,?,?,0,0,0,1,0,"dead"
"Dick Follard",?,?,?,?,0,0,1,0,0,"dead"
"Dickon Frey",?,Frey,794,?,0,1,1,1,0,"alive"
"Dickon Manwoody",?,Manwoody,?,?,0,0,1,1,0,"alive"
"Dickon Tarly",?,Tarly,787,?,1,0,0,1,1,"alive"
"Dirk",?,?,?,?,0,0,1,1,1,"dead"
"Dobber",?,?,?,?,0,1,0,0,0,"dead"
"Dolf",?,?,?,?,1,1,0,0,1,"alive"
"Domeric Bolton",?,Bolton,779,?,0,1,0,1,1,"dead"
"Donal Noye",?,Baratheon,744,?,1,1,1,1,1,"dead"
"Donel Greyjoy","ironborn",Greyjoy,?,?,0,0,0,1,0,"alive"
"Donella Hornwood",?,Hornwood,749,"Lady",0,1,0,0,1,"dead"
"Donnel Drumm","ironborn",Drumm,?,?,0,0,0,1,0,"alive"
"Donnel Haigh",?,Haigh,755,"Ser",0,1,1,1,0,"alive"
"Donnel Hill",?,?,?,?,0,0,1,1,1,"alive"
"Donnel Locke",?,Locke,?,"Ser",0,1,1,1,0,"dead"
"Donnel Waynwood",?,Waynwood,777,"Knight",1,1,1,1,1,"alive"
"Donnel of Duskendale",?,?,?,"Ser",0,0,0,1,0,"alive"
"Donnis","northmen",Stark,?,?,1,0,0,0,0,"alive"
"Donnor Stark","northmen",Stark,?,"Lord",0,1,0,0,0,"alive"
"Dontos Hollard",?,Hollard,761,"Ser",1,1,1,1,0,"dead"
"Donyse",?,?,?,"Septa",0,0,1,0,0,"alive"
"Doran Martell","dornish",Nymeros,747,"Prince",1,1,1,1,1,"alive"
"Dorcas",?,Lannister,?,?,0,0,0,1,0,"alive"
"Dorea Sand","dornish",Martell,791,?,0,0,0,1,1,"alive"
"Doreah",?,Targaryen,778,?,1,1,0,0,1,"dead"
"Dormund","freefolk",?,?,?,0,0,1,1,1,"dead"
"Dorne",?,?,?,?,0,0,0,0,0,"alive"
"Dornish Dilly",?,?,?,?,0,0,1,0,0,"dead"
"Dorren Stark",?,Stark,?,"King in the North",0,1,0,0,0,"alive"
"Doss","freefolk",?,?,?,0,0,0,0,1,"alive"
"Dothraki",?,?,?,?,0,0,0,0,0,"alive"
"Dragonstone",?,?,?,?,0,0,0,0,0,"alive"
"Draqaz","ghiscari",?,?,"Cupbearer",0,0,0,0,1,"alive"
"Drennan","ironborn",Greyjoy,?,?,0,1,0,0,0,"dead"
"Drogo","dothraki",?,766,"Khal",1,1,1,0,1,"dead"
"Drowned God",?,?,?,?,0,0,0,0,0,"alive"
"Dryn","freefolk",?,?,?,0,0,1,1,1,"alive"
"Dudley",?,?,?,"Ser",0,0,1,0,0,"alive"
"Dunaver",?,Lannister,?,"Ser",0,1,0,0,0,"alive"
"Duncan Targaryen",?,Targaryen,720,"Prince",0,0,1,1,1,"dead"
"Dunk",?,?,691,"King",0,0,1,1,1,"dead"
"Dunsen",?,Clegane,?,?,0,1,1,1,1,"alive"
"Dunstan Drumm","ironborn",Drumm,712,"Captain",0,1,1,1,1,"alive"
"Duram Bar Emmon",?,Bar,784,"Lord",0,1,1,1,0,"alive"
"Durran",?,?,?,"King",0,0,0,0,0,"alive"
"Dyah","freefolk",?,?,?,0,0,1,1,0,"alive"
"Dykk Harlaw",?,Harlaw,?,?,0,1,0,0,0,"dead"
"Dywen",?,?,?,?,1,1,1,1,1,"alive"
"Eastwatch-by-the-Sea",?,?,?,?,0,0,0,0,0,"alive"
"Easy",?,?,?,?,0,0,1,0,0,"dead"
"Ebben",?,?,?,?,0,1,1,1,1,"dead"
"Ebrose",?,?,?,"Archmaester",0,0,0,1,0,"alive"
"Eddara Tallhart","northmen",Tallhart,789,"Lady",0,1,1,1,1,"alive"
"Eddard Karstark",?,Karstark,?,?,1,1,1,1,1,"dead"
"Eddard Stark","northmen",Stark,763,"Hand of the King",1,1,1,1,1,"dead"
"Edderion Stark","northmen",Stark,?,"King in the North",0,1,0,0,0,"alive"
"Eddison Tollett",?,Tollett,?,?,0,1,1,1,1,"alive"
"Eden Risley",?,Risley,?,"Ser",0,0,0,0,0,"alive"
"Edgerran Oakheart",?,Oakheart,?,"Lord",0,0,0,1,0,"alive"
"Edmund Ambrose",?,Ambrose,?,"Ser",0,0,0,1,0,"alive"
"Edmure Tully",?,Tully,767,"Lord",1,1,1,1,1,"alive"
"Edmyn Tully",?,Tully,?,"Hand of the King",1,0,1,0,0,"alive"
"Edric Dayne","dornish",Dayne,787,"Lord",1,1,1,1,0,"alive"
"Edric Storm",?,Baratheon,787,?,1,1,1,1,1,"alive"
"Edrick Stark","northmen",Stark,?,"King in the North",0,1,0,0,1,"alive"
"Edwyd Fossoway",?,Fossoway,?,"Ser",0,1,0,0,0,"dead"
"Edwyle Stark","northmen",Stark,?,"Lord",0,1,0,0,0,"alive"
"Edwyn Frey",?,Frey,759,?,0,1,1,1,0,"alive"
"Edwyn Osgrey",?,Osgrey,?,"Ser",0,0,0,0,0,"dead"
"Edwyn Stark","northmen",Stark,?,"King in the North",0,1,0,0,0,"alive"
"Eggon",?,Clegane,?,?,0,1,0,0,0,"alive"
"Eglantine",?,?,?,"Septa",0,0,0,1,0,"alive"
